type,temp,hum,depth_prev,depth,label
FLOOD,29.76,47.92,1.62,2.07,Normal
FLOOD,16.25,73.8,2.61,3.27,Moderate
FLOOD,18.6,86.71,4.14,8.79,Severe
FLOOD,31.16,46.92,0.96,1.11,Normal
FLOOD,27.6,75.42,5.01,5.55,Moderate
FLOOD,23.06,90.39,8.56,14.71,Severe
FLOOD,32.96,50.87,1.93,2.33,Normal
FLOOD,23.35,92.5,28.22,39.12,Extreme
FLOOD,30.68,46.01,0.45,0.43,Normal
FLOOD,17.4,72.29,2.09,6.61,Moderate
FLOOD,25.72,92.75,9.17,19.84,Extreme
FLOOD,30.65,47.61,0.65,0.87,Normal
FLOOD,30.36,59.01,1.68,2.08,Normal
FLOOD,26.33,72.88,4.64,5.67,Moderate
FLOOD,29.34,79.49,3.43,6.52,Moderate
FLOOD,31.8,68.9,0.91,1.29,Normal
FLOOD,21.87,73.22,1.1,4.02,Moderate
FLOOD,24.65,97.03,12.49,25.11,Extreme
FLOOD,29.44,74.44,1.69,6.78,Moderate
FLOOD,25.22,41.1,0.76,1.05,Normal
FLOOD,29.82,96.73,27.83,34.74,Extreme
FLOOD,26.12,72.31,3.62,6.89,Moderate
FLOOD,25.14,73.18,2.12,4.4,Moderate
FLOOD,19.81,90.05,8.28,10.12,Severe
FLOOD,30.56,50.55,1.08,1.26,Normal
FLOOD,20.68,99.04,7.93,33.45,Extreme
FLOOD,27.47,80.71,7.74,10.87,Severe
FLOOD,18.54,76.12,3.17,4.0,Moderate
FLOOD,26.67,94.32,14.28,36.19,Extreme
FLOOD,28.36,91.04,30.47,42.33,Extreme
FLOOD,21.62,79.67,4.11,5.2,Moderate
FLOOD,25.8,94.86,5.81,35.7,Extreme
FLOOD,18.84,70.24,0.78,4.43,Moderate
FLOOD,21.69,93.37,3.65,8.38,Severe
FLOOD,28.94,95.03,6.26,17.79,Extreme
FLOOD,27.53,55.68,1.24,1.59,Normal
FLOOD,25.64,53.03,2.62,2.82,Normal
FLOOD,28.36,88.49,20.56,27.51,Extreme
FLOOD,20.06,91.03,7.32,21.19,Extreme
FLOOD,27.04,99.32,14.35,19.35,Extreme
FLOOD,23.17,93.88,3.73,10.27,Severe
FLOOD,26.66,97.19,13.57,48.05,Extreme
FLOOD,31.58,43.51,1.39,1.65,Normal
FLOOD,21.41,84.48,9.23,11.09,Severe
FLOOD,27.92,40.94,0.9,0.93,Normal
FLOOD,29.59,65.25,1.94,2.26,Normal
FLOOD,20.79,83.53,4.7,8.79,Severe
FLOOD,26.03,61.12,1.89,2.23,Normal
FLOOD,24.05,85.81,3.66,8.77,Severe
FLOOD,32.78,68.19,0.99,1.29,Normal
FLOOD,29.95,46.11,2.35,2.57,Normal
FLOOD,25.81,87.8,3.56,10.82,Severe
FLOOD,24.33,91.57,13.51,21.73,Extreme
FLOOD,26.81,55.93,2.32,2.28,Normal
FLOOD,25.65,92.27,22.23,28.23,Extreme
FLOOD,18.9,92.83,4.26,11.11,Severe
FLOOD,32.84,53.98,0.67,0.6,Normal
FLOOD,17.07,74.5,0.01,7.95,Moderate
FLOOD,26.07,70.45,0.42,5.77,Moderate
FLOOD,25.49,60.74,0.9,1.2,Normal
FLOOD,28.94,95.49,5.78,17.25,Extreme
FLOOD,23.8,79.0,2.38,5.1,Moderate
FLOOD,32.23,53.95,2.53,2.91,Normal
FLOOD,23.14,85.36,5.42,37.28,Extreme
FLOOD,21.38,81.1,8.09,9.98,Severe
FLOOD,23.02,76.26,0.64,3.1,Moderate
FLOOD,19.18,90.66,3.62,9.11,Severe
FLOOD,20.82,91.2,8.08,12.54,Severe
FLOOD,26.76,88.82,23.06,26.49,Extreme
FLOOD,22.53,89.67,25.1,28.2,Extreme
FLOOD,29.22,50.42,2.46,2.48,Normal
FLOOD,24.24,92.68,3.97,13.72,Severe
FLOOD,29.44,87.51,25.6,33.49,Extreme
FLOOD,26.31,74.88,3.8,5.7,Moderate
FLOOD,29.59,43.22,2.64,2.9,Normal
FLOOD,24.66,99.04,12.6,25.31,Extreme
FLOOD,26.69,81.91,10.63,14.77,Severe
FLOOD,24.49,93.55,37.56,46.99,Extreme
FLOOD,18.19,89.51,4.66,9.21,Severe
FLOOD,26.84,45.01,0.77,0.95,Normal
FLOOD,26.81,48.19,2.34,2.29,Normal
FLOOD,22.55,87.85,10.8,14.31,Severe
FLOOD,26.81,81.63,4.54,8.29,Severe
FLOOD,26.03,64.03,0.02,0.13,Normal
FLOOD,26.1,76.01,2.21,4.67,Moderate
FLOOD,20.68,91.23,14.66,25.44,Extreme
FLOOD,18.25,74.56,4.93,7.56,Moderate
FLOOD,25.16,99.95,8.64,42.31,Extreme
FLOOD,21.94,86.67,13.69,22.11,Extreme
FLOOD,25.03,93.15,21.4,37.67,Extreme
FLOOD,25.78,80.09,12.78,14.19,Severe
FLOOD,24.54,90.67,7.86,15.1,Extreme
FLOOD,25.8,82.59,7.1,8.18,Severe
FLOOD,22.55,79.12,3.54,7.64,Moderate
FLOOD,19.59,82.37,4.27,14.29,Severe
FLOOD,28.47,88.24,12.8,24.27,Extreme
FLOOD,29.87,63.56,1.72,2.13,Normal
FLOOD,31.26,62.08,0.03,0.33,Normal
FLOOD,25.61,94.78,14.2,42.23,Extreme
FLOOD,23.56,79.31,1.87,3.88,Moderate
FLOOD,29.86,51.59,0.36,0.74,Normal
FLOOD,23.01,93.98,10.23,14.33,Severe
FLOOD,25.6,74.77,2.56,4.87,Moderate
FLOOD,22.3,94.42,5.83,27.62,Extreme
FLOOD,26.33,98.33,13.05,33.14,Extreme
FLOOD,29.73,91.32,8.59,20.45,Extreme
FLOOD,25.63,92.34,6.86,47.71,Extreme
FLOOD,17.05,71.29,4.89,5.58,Moderate
FLOOD,29.09,90.06,18.12,35.15,Extreme
FLOOD,21.29,72.37,4.11,7.16,Moderate
FLOOD,26.2,50.76,1.72,2.13,Normal
FLOOD,23.58,99.38,23.83,47.68,Extreme
FLOOD,24.56,87.78,6.38,44.45,Extreme
FLOOD,26.22,93.35,9.24,10.95,Severe
FLOOD,24.54,72.42,3.17,4.04,Moderate
FLOOD,26.06,68.62,1.31,1.34,Normal
FLOOD,20.98,71.17,2.07,5.33,Moderate
FLOOD,28.78,74.96,1.87,5.98,Moderate
FLOOD,28.9,66.05,2.4,2.63,Normal
FLOOD,31.18,51.84,1.39,1.42,Normal
FLOOD,32.65,46.33,2.49,2.83,Normal
FLOOD,25.1,42.17,2.12,2.48,Normal
FLOOD,32.14,44.51,1.86,2.0,Normal
FLOOD,25.39,79.55,4.89,5.52,Moderate
FLOOD,22.65,91.99,5.93,9.08,Severe
FLOOD,27.47,43.03,2.3,2.34,Normal
FLOOD,24.84,96.91,11.78,45.38,Extreme
FLOOD,29.95,75.56,2.52,3.89,Moderate
FLOOD,25.19,45.21,0.26,0.17,Normal
FLOOD,24.64,87.85,16.83,19.22,Extreme
FLOOD,28.3,97.65,8.65,48.79,Extreme
FLOOD,20.25,86.68,18.73,34.48,Extreme
FLOOD,17.12,71.75,1.16,5.93,Moderate
FLOOD,20.93,76.93,2.21,3.59,Moderate
FLOOD,18.28,77.65,2.51,5.11,Moderate
FLOOD,24.72,83.1,8.54,13.34,Severe
FLOOD,21.98,94.54,20.45,46.97,Extreme
FLOOD,20.24,87.79,5.71,9.46,Severe
FLOOD,19.3,89.35,3.9,13.19,Severe
FLOOD,23.48,94.96,3.77,11.91,Severe
FLOOD,22.71,94.58,8.33,14.37,Severe
FLOOD,22.42,81.97,7.03,10.96,Severe
FLOOD,29.58,65.32,0.02,0.2,Normal
FLOOD,21.48,89.48,5.49,10.59,Severe
FLOOD,31.05,42.98,2.63,2.93,Normal
FLOOD,27.13,95.64,14.56,20.23,Extreme
FLOOD,31.95,66.07,2.16,2.63,Normal
FLOOD,21.29,85.07,3.47,13.1,Severe
FLOOD,27.84,89.25,14.67,17.24,Extreme
FLOOD,26.58,88.55,8.28,26.84,Extreme
FLOOD,30.89,60.25,1.08,1.02,Normal
FLOOD,22.29,92.04,3.83,11.74,Severe
FLOOD,26.55,74.96,2.54,7.1,Moderate
FLOOD,31.33,57.51,2.26,2.35,Normal
FLOOD,20.98,82.5,3.38,10.64,Severe
FLOOD,20.66,85.44,16.98,21.25,Extreme
FLOOD,27.97,45.59,0.07,0.5,Normal
FLOOD,27.65,66.1,1.89,2.12,Normal
FLOOD,32.32,56.25,2.47,2.66,Normal
FLOOD,23.82,86.86,4.41,8.49,Severe
FLOOD,24.83,81.64,3.36,10.48,Severe
FLOOD,24.23,85.54,5.43,13.77,Severe
FLOOD,31.67,62.04,2.38,2.72,Normal
FLOOD,21.22,89.66,8.94,14.04,Severe
FLOOD,25.64,74.58,0.21,3.5,Moderate
FLOOD,23.69,74.17,1.29,3.17,Moderate
FLOOD,21.89,72.68,4.04,4.62,Moderate
FLOOD,24.01,83.82,3.94,9.31,Severe
FLOOD,32.25,54.69,1.82,2.27,Normal
FLOOD,30.84,61.8,1.5,1.65,Normal
FLOOD,28.63,77.01,3.72,5.17,Moderate
FLOOD,23.66,78.73,1.18,3.13,Moderate
FLOOD,26.02,86.67,6.21,11.39,Severe
FLOOD,22.21,99.6,18.8,36.29,Extreme
FLOOD,32.57,46.85,0.07,0.13,Normal
FLOOD,28.74,68.23,1.21,1.29,Normal
FLOOD,22.79,80.52,8.98,13.89,Severe
FLOOD,30.68,65.06,0.65,0.74,Normal
FLOOD,19.58,92.71,9.14,11.56,Severe
FLOOD,25.72,94.06,9.42,20.52,Extreme
FLOOD,20.93,79.17,4.28,7.26,Moderate
FLOOD,19.53,91.31,3.19,8.31,Severe
FLOOD,28.46,48.98,0.18,0.64,Normal
FLOOD,25.8,96.59,5.27,27.78,Extreme
FLOOD,22.66,92.14,9.68,36.49,Extreme
FLOOD,27.61,70.81,0.17,3.12,Moderate
FLOOD,26.23,87.85,10.78,43.69,Extreme
FLOOD,20.18,86.33,6.2,18.82,Extreme
FLOOD,21.1,80.28,4.37,10.53,Severe
FLOOD,24.95,91.2,3.08,10.4,Severe
FLOOD,22.47,85.97,3.21,10.06,Severe
FLOOD,30.49,49.97,1.97,2.12,Normal
FLOOD,22.5,96.8,6.12,46.3,Extreme
FLOOD,27.19,85.32,11.0,13.87,Severe
FLOOD,18.36,73.0,2.88,7.27,Moderate
FLOOD,23.71,89.44,3.66,9.08,Severe
FLOOD,25.58,66.15,2.22,2.13,Normal
FLOOD,27.75,94.63,8.99,14.54,Severe
FLOOD,19.14,73.4,3.6,7.75,Moderate
FLOOD,23.9,72.56,1.44,6.96,Moderate
FLOOD,24.98,91.91,6.73,8.55,Severe
FLOOD,20.75,87.35,8.3,36.98,Extreme
FLOOD,27.87,47.33,0.78,1.08,Normal
FLOOD,20.84,79.38,3.81,7.87,Moderate
FLOOD,29.41,85.31,19.29,47.13,Extreme
FLOOD,27.46,90.15,3.77,9.35,Severe
FLOOD,21.81,90.92,30.59,40.68,Extreme
FLOOD,25.21,86.07,17.72,39.16,Extreme
FLOOD,23.57,95.95,9.32,22.13,Extreme
FLOOD,20.11,75.9,3.12,3.72,Moderate
FLOOD,21.75,93.57,9.35,10.57,Severe
FLOOD,25.32,85.88,10.0,11.6,Severe
FLOOD,29.39,86.83,39.02,42.05,Extreme
FLOOD,20.28,84.03,12.13,13.29,Severe
FLOOD,30.96,62.29,1.62,1.77,Normal
FLOOD,24.03,86.12,17.08,20.8,Extreme
FLOOD,24.08,91.21,3.46,9.8,Severe
FLOOD,31.16,63.57,0.04,0.34,Normal
FLOOD,22.3,93.43,3.25,10.39,Severe
FLOOD,25.96,58.9,2.34,2.42,Normal
FLOOD,23.79,92.59,7.29,10.79,Severe
FLOOD,25.86,90.2,9.09,17.91,Extreme
FLOOD,21.21,80.32,3.36,9.01,Severe
FLOOD,20.7,86.28,12.1,46.79,Extreme
FLOOD,16.65,75.59,4.72,6.74,Moderate
FLOOD,32.53,65.79,2.74,2.97,Normal
FLOOD,21.8,89.01,19.01,34.34,Extreme
FLOOD,25.1,96.04,7.54,18.2,Extreme
FLOOD,23.83,98.69,6.64,44.52,Extreme
FLOOD,28.24,40.07,0.15,0.39,Normal
FLOOD,31.31,68.04,1.72,2.07,Normal
FLOOD,23.69,88.9,4.38,11.54,Severe
FLOOD,26.32,41.97,0.82,0.95,Normal
FLOOD,20.62,95.2,10.76,24.83,Extreme
FLOOD,22.18,82.55,12.27,13.9,Severe
FLOOD,27.79,82.09,4.59,8.58,Severe
FLOOD,20.2,78.84,1.47,4.6,Moderate
FLOOD,26.3,41.3,0.27,0.73,Normal
FLOOD,26.47,70.4,5.57,6.83,Moderate
FLOOD,26.12,85.19,6.29,13.59,Severe
FLOOD,17.94,72.2,0.82,6.56,Moderate
FLOOD,27.73,83.59,4.9,13.01,Severe
FLOOD,32.98,57.01,2.13,2.38,Normal
FLOOD,25.07,93.12,9.56,33.72,Extreme
FLOOD,16.77,72.21,1.25,3.04,Moderate
FLOOD,21.57,91.98,14.44,24.86,Extreme
FLOOD,28.35,68.79,1.64,1.62,Normal
FLOOD,25.22,46.1,1.26,1.54,Normal
FLOOD,19.01,91.54,8.3,9.85,Severe
FLOOD,19.4,75.56,2.6,4.21,Moderate
FLOOD,27.35,99.78,14.94,22.0,Extreme
FLOOD,18.9,76.33,0.34,3.41,Moderate
FLOOD,20.45,94.94,4.05,10.57,Severe
FLOOD,28.74,61.77,2.52,2.67,Normal
FLOOD,31.0,66.72,1.08,0.99,Normal
FLOOD,32.99,42.98,2.21,2.5,Normal
FLOOD,18.51,82.91,6.93,9.42,Severe
FLOOD,24.89,96.11,10.26,17.0,Extreme
FLOOD,26.31,84.24,8.56,12.28,Severe
FLOOD,21.71,89.79,22.95,29.99,Extreme
FLOOD,27.13,92.46,13.24,33.85,Extreme
FLOOD,25.55,86.49,6.99,46.59,Extreme
FLOOD,30.44,63.32,0.09,0.54,Normal
FLOOD,24.55,95.69,21.38,47.27,Extreme
FLOOD,18.85,71.76,3.36,4.16,Moderate
FLOOD,18.55,87.57,7.13,11.09,Severe
FLOOD,17.56,76.16,5.43,7.93,Moderate
FLOOD,28.92,56.71,0.11,0.04,Normal
FLOOD,32.74,55.21,0.09,0.32,Normal
FLOOD,21.91,77.84,4.38,6.8,Moderate
FLOOD,23.16,77.33,2.14,7.52,Moderate
FLOOD,23.97,88.08,21.17,30.45,Extreme
FLOOD,16.56,78.59,1.17,5.68,Moderate
FLOOD,27.01,75.0,0.23,4.55,Moderate
FLOOD,22.53,91.4,9.88,24.58,Extreme
FLOOD,28.82,70.24,2.13,5.13,Moderate
FLOOD,29.68,94.67,24.71,48.93,Extreme
FLOOD,20.29,77.57,1.39,4.23,Moderate
FLOOD,22.95,81.7,5.85,8.52,Severe
FLOOD,23.26,84.25,6.29,14.33,Severe
FLOOD,23.71,94.7,5.11,8.49,Severe
FLOOD,32.08,68.24,0.86,1.23,Normal
FLOOD,25.48,54.69,1.59,1.88,Normal
FLOOD,27.99,89.5,10.69,33.0,Extreme
FLOOD,26.03,92.7,12.54,15.81,Extreme
FLOOD,29.91,87.52,38.65,43.89,Extreme
FLOOD,20.78,86.99,10.74,13.09,Severe
FLOOD,32.92,50.25,1.4,1.58,Normal
FLOOD,28.31,70.6,3.71,5.69,Moderate
FLOOD,25.48,98.42,8.4,47.27,Extreme
FLOOD,31.69,54.65,0.65,0.61,Normal
FLOOD,26.36,92.19,34.93,48.84,Extreme
FLOOD,21.12,88.94,6.96,11.91,Severe
FLOOD,26.51,89.7,8.04,11.92,Severe
FLOOD,26.9,89.16,9.16,12.53,Severe
FLOOD,27.67,91.55,10.03,12.87,Severe
FLOOD,26.0,96.34,8.68,24.34,Extreme
FLOOD,23.34,89.6,21.65,27.75,Extreme
FLOOD,30.16,59.87,0.25,0.21,Normal
FLOOD,23.83,96.08,6.81,27.5,Extreme
FLOOD,22.36,78.18,2.76,6.44,Moderate
FLOOD,27.47,99.08,6.71,45.04,Extreme
FLOOD,22.94,71.24,4.98,7.64,Moderate
FLOOD,22.03,85.09,6.82,25.93,Extreme
FLOOD,22.44,95.48,39.83,44.32,Extreme
FLOOD,24.1,93.59,3.2,8.22,Severe
FLOOD,26.98,55.69,1.13,1.47,Normal
FLOOD,26.2,43.09,0.27,0.38,Normal
FLOOD,22.69,87.47,6.57,19.25,Extreme
FLOOD,26.7,76.24,5.98,6.78,Moderate
FLOOD,22.48,98.63,11.48,32.0,Extreme
FLOOD,25.74,65.58,2.59,2.77,Normal
FLOOD,26.95,55.22,2.66,2.82,Normal
FLOOD,18.06,80.44,7.98,14.98,Severe
FLOOD,27.35,74.52,2.63,4.6,Moderate
FLOOD,22.42,76.56,3.69,4.82,Moderate
FLOOD,30.38,43.16,0.19,0.19,Normal
FLOOD,24.21,88.76,4.97,8.45,Severe
FLOOD,28.23,77.41,2.82,5.1,Moderate
FLOOD,26.87,56.75,1.76,2.11,Normal
FLOOD,29.38,76.23,1.56,6.9,Moderate
FLOOD,19.73,71.11,1.49,3.4,Moderate
FLOOD,26.57,78.98,2.0,5.01,Moderate
FLOOD,24.15,77.79,0.26,4.4,Moderate
FLOOD,18.21,76.08,5.12,5.62,Moderate
FLOOD,27.77,47.72,1.7,2.2,Normal
FLOOD,23.12,98.2,17.61,35.9,Extreme
FLOOD,22.33,93.29,32.67,37.83,Extreme
FLOOD,27.21,87.08,22.31,30.61,Extreme
FLOOD,30.52,65.87,1.56,1.47,Normal
FLOOD,24.03,72.89,3.31,7.51,Moderate
FLOOD,27.57,88.69,4.78,8.44,Severe
FLOOD,22.78,87.11,6.01,8.83,Severe
FLOOD,24.28,74.5,2.42,3.54,Moderate
FLOOD,26.38,85.55,7.61,9.02,Severe
FLOOD,25.9,53.92,1.26,1.34,Normal
FLOOD,19.06,80.71,7.01,11.65,Severe
FLOOD,28.2,44.28,2.87,2.93,Normal
FLOOD,21.21,91.08,20.95,30.56,Extreme
FLOOD,24.23,73.05,1.05,3.71,Moderate
FLOOD,31.17,45.56,0.33,0.49,Normal
FLOOD,26.58,55.34,0.23,0.38,Normal
FLOOD,22.14,91.2,7.07,18.89,Extreme
FLOOD,31.51,56.59,0.03,0.01,Normal
FLOOD,29.06,77.57,2.29,7.48,Moderate
FLOOD,26.13,66.19,0.36,0.31,Normal
FLOOD,32.1,41.65,1.55,1.47,Normal
FLOOD,20.37,94.96,6.22,31.38,Extreme
FLOOD,20.64,92.96,9.3,16.18,Extreme
FLOOD,23.52,95.69,11.01,16.11,Extreme
FLOOD,18.58,92.69,4.97,12.44,Severe
FLOOD,21.97,79.01,3.43,5.27,Moderate
FLOOD,23.05,78.79,2.4,3.24,Moderate
FLOOD,21.89,94.17,30.0,33.52,Extreme
FLOOD,18.12,78.3,3.8,7.02,Moderate
FLOOD,21.66,98.64,12.46,15.51,Extreme
FLOOD,27.18,55.71,1.67,1.64,Normal
FLOOD,26.12,52.11,2.61,2.64,Normal
FLOOD,24.64,93.17,24.46,46.68,Extreme
FLOOD,28.9,77.38,5.09,6.17,Moderate
FLOOD,18.23,72.97,0.41,3.83,Moderate
FLOOD,16.53,78.82,0.91,7.25,Moderate
FLOOD,20.05,87.88,6.76,18.46,Extreme
FLOOD,30.59,54.31,2.15,2.13,Normal
FLOOD,26.05,85.56,8.09,10.69,Severe
FLOOD,24.86,93.01,28.3,39.27,Extreme
FLOOD,26.1,85.64,7.96,11.49,Severe
FLOOD,23.34,95.37,18.61,42.43,Extreme
FLOOD,25.27,86.65,7.4,10.82,Severe
FLOOD,19.35,75.09,0.34,7.83,Moderate
FLOOD,24.3,94.69,8.74,25.53,Extreme
FLOOD,30.81,40.82,0.61,0.79,Normal
FLOOD,18.07,89.55,5.32,9.21,Severe
FLOOD,22.73,90.52,7.1,8.38,Severe
FLOOD,27.09,76.25,1.53,6.63,Moderate
FLOOD,29.77,87.1,29.3,31.61,Extreme
FLOOD,29.65,72.65,2.44,6.56,Moderate
FLOOD,28.73,79.09,1.18,7.03,Moderate
FLOOD,32.32,45.17,1.25,1.58,Normal
FLOOD,30.89,54.81,1.56,1.99,Normal
FLOOD,22.13,89.92,16.46,32.61,Extreme
FLOOD,26.67,84.46,5.65,14.69,Severe
FLOOD,20.77,91.22,8.69,12.58,Severe
FLOOD,18.17,91.3,7.49,12.14,Severe
FLOOD,25.09,66.08,0.09,0.09,Normal
FLOOD,21.72,83.16,8.0,14.2,Severe
FLOOD,29.73,41.39,1.15,1.08,Normal
FLOOD,27.78,62.96,1.55,2.05,Normal
FLOOD,15.99,77.68,3.41,5.74,Moderate
FLOOD,24.14,95.3,11.98,25.27,Extreme
FLOOD,18.34,85.31,7.14,10.11,Severe
FLOOD,19.87,89.43,8.42,10.07,Severe
FLOOD,28.73,55.84,0.07,0.38,Normal
FLOOD,21.12,74.55,2.4,6.73,Moderate
FLOOD,25.82,40.21,0.06,0.05,Normal
FLOOD,22.42,99.31,26.45,49.32,Extreme
FLOOD,26.37,70.79,2.11,5.85,Moderate
FLOOD,20.84,83.0,3.84,8.88,Severe
FLOOD,26.98,52.82,0.5,0.89,Normal
FLOOD,17.51,75.97,1.99,5.1,Moderate
FLOOD,28.06,72.69,0.12,4.84,Moderate
FLOOD,20.52,89.2,16.19,22.49,Extreme
FLOOD,30.54,56.63,0.72,0.7,Normal
FLOOD,25.33,95.0,10.53,16.62,Extreme
FLOOD,22.83,95.8,14.98,49.1,Extreme
FLOOD,28.74,56.69,2.53,2.97,Normal
FLOOD,19.88,85.0,5.3,14.25,Severe
FLOOD,26.99,91.18,10.25,11.54,Severe
FLOOD,25.09,75.53,1.69,6.07,Moderate
FLOOD,29.41,57.94,2.16,2.12,Normal
FLOOD,27.94,63.99,2.13,2.24,Normal
FLOOD,27.44,93.63,10.85,42.27,Extreme
FLOOD,22.51,86.39,6.01,8.29,Severe
FLOOD,15.93,77.14,3.69,4.8,Moderate
FLOOD,23.04,92.76,9.72,11.47,Severe
FLOOD,28.7,93.78,30.35,33.86,Extreme
FLOOD,26.32,68.48,1.22,1.24,Normal
FLOOD,26.65,96.02,8.44,24.22,Extreme
FLOOD,28.07,65.06,0.17,0.58,Normal
FLOOD,24.07,79.94,2.86,3.98,Moderate
FLOOD,32.24,45.68,1.54,1.62,Normal
FLOOD,29.07,85.73,36.22,41.63,Extreme
FLOOD,26.63,87.71,8.02,10.69,Severe
FLOOD,19.67,79.62,2.79,5.6,Moderate
FLOOD,19.52,88.74,4.88,8.76,Severe
FLOOD,23.53,72.49,3.49,6.45,Moderate
FLOOD,18.31,71.33,3.34,3.97,Moderate
FLOOD,25.34,47.88,2.0,2.36,Normal
FLOOD,29.19,44.0,2.07,2.18,Normal
FLOOD,18.2,90.37,7.32,10.41,Severe
FLOOD,26.5,85.72,16.24,31.45,Extreme
FLOOD,32.7,63.19,0.07,0.07,Normal
FLOOD,24.47,92.57,3.32,10.57,Severe
FLOOD,21.25,80.58,6.14,8.45,Severe
FLOOD,21.98,70.66,2.07,7.91,Moderate
FLOOD,25.86,82.57,5.37,12.42,Severe
FLOOD,24.16,94.68,27.78,35.48,Extreme
FLOOD,26.86,96.01,5.8,44.36,Extreme
FLOOD,24.35,89.3,7.34,10.61,Severe
FLOOD,29.41,79.15,0.35,3.78,Moderate
FLOOD,27.29,95.39,17.84,25.2,Extreme
FLOOD,26.63,89.51,6.3,8.7,Severe
FLOOD,20.75,92.9,12.94,30.85,Extreme
FLOOD,29.12,68.66,1.59,1.72,Normal
FLOOD,27.57,72.92,1.91,4.17,Moderate
FLOOD,24.3,70.96,4.78,6.67,Moderate
FLOOD,22.61,92.33,22.35,29.5,Extreme
FLOOD,21.07,98.17,14.25,31.27,Extreme
FLOOD,15.06,79.95,1.4,7.29,Moderate
FLOOD,29.41,52.33,1.68,2.08,Normal
FLOOD,29.47,52.97,0.82,1.25,Normal
FLOOD,20.12,93.84,11.31,13.77,Severe
FLOOD,23.68,79.38,3.16,7.26,Moderate
FLOOD,18.68,77.43,4.32,6.43,Moderate
FLOOD,27.5,90.84,12.42,23.92,Extreme
FLOOD,20.77,92.72,5.65,22.67,Extreme
FLOOD,24.48,92.15,24.57,29.96,Extreme
FLOOD,28.08,63.94,0.22,0.62,Normal
FLOOD,20.55,76.28,3.18,6.21,Moderate
FLOOD,23.62,90.55,27.67,36.32,Extreme
FLOOD,20.51,72.47,2.45,7.24,Moderate
FLOOD,24.99,80.58,4.18,8.3,Severe
FLOOD,30.72,51.42,1.37,1.54,Normal
FLOOD,16.69,73.83,4.38,7.44,Moderate
FLOOD,16.23,79.6,2.67,4.62,Moderate
FLOOD,28.35,98.96,11.99,29.75,Extreme
FLOOD,27.63,63.98,2.54,2.89,Normal
FLOOD,27.05,93.75,17.46,20.87,Extreme
FLOOD,29.95,99.42,15.0,20.29,Extreme
FLOOD,26.96,58.78,0.66,1.06,Normal
FLOOD,23.39,78.4,3.45,5.16,Moderate
FLOOD,28.14,76.57,1.81,3.5,Moderate
FLOOD,28.52,85.75,18.36,21.82,Extreme
FLOOD,27.03,47.45,2.65,2.83,Normal
FLOOD,25.0,94.03,13.03,32.98,Extreme
FLOOD,21.15,92.12,3.55,14.08,Severe
FLOOD,30.38,55.21,0.42,0.63,Normal
FLOOD,27.61,40.18,1.42,1.49,Normal
FLOOD,29.1,87.3,12.67,24.68,Extreme
FLOOD,25.17,75.8,2.45,7.05,Moderate
FLOOD,29.81,52.2,0.03,0.16,Normal
FLOOD,18.73,74.19,4.7,6.47,Moderate
FLOOD,28.78,60.22,2.57,2.48,Normal
FLOOD,22.18,85.49,33.02,35.74,Extreme
FLOOD,18.39,91.41,9.77,12.45,Severe
FLOOD,26.2,76.47,3.22,4.44,Moderate
FLOOD,22.32,91.24,11.79,20.43,Extreme
FLOOD,23.61,93.21,8.31,9.93,Severe
FLOOD,20.71,87.11,6.83,10.12,Severe
FLOOD,26.5,85.96,24.47,29.73,Extreme
FLOOD,28.25,67.54,0.3,0.26,Normal
FLOOD,29.69,99.0,14.05,29.34,Extreme
FLOOD,25.24,99.21,12.03,17.43,Extreme
FLOOD,22.87,88.49,6.92,10.69,Severe
FLOOD,25.78,58.61,2.1,2.6,Normal
FLOOD,31.51,66.96,1.09,1.51,Normal
FLOOD,17.93,75.87,3.79,7.12,Moderate
FLOOD,22.52,77.85,3.45,6.37,Moderate
FLOOD,15.13,73.82,2.49,5.36,Moderate
FLOOD,29.79,48.89,1.1,1.55,Normal
FLOOD,25.57,45.49,0.58,1.06,Normal
FLOOD,30.17,62.11,2.26,2.6,Normal
FLOOD,21.6,80.06,11.78,13.32,Severe
FLOOD,22.76,94.23,18.7,41.74,Extreme
FLOOD,27.9,50.82,2.06,2.46,Normal
FLOOD,24.18,71.41,1.72,3.7,Moderate
FLOOD,22.08,73.99,2.46,5.37,Moderate
FLOOD,25.19,96.84,11.36,26.61,Extreme
FLOOD,25.78,75.39,5.61,6.42,Moderate
FLOOD,27.84,76.0,3.41,7.15,Moderate
FLOOD,27.29,45.06,0.37,0.38,Normal
FLOOD,23.88,91.42,9.2,16.29,Extreme
FLOOD,20.57,74.59,4.57,7.88,Moderate
FLOOD,30.98,66.18,2.19,2.14,Normal
FLOOD,26.29,91.1,7.49,17.03,Extreme
FLOOD,27.91,90.1,33.15,41.27,Extreme
FLOOD,32.32,57.46,0.8,1.22,Normal
FLOOD,25.51,68.96,0.43,0.39,Normal
FLOOD,25.11,48.15,2.69,2.88,Normal
FLOOD,16.38,77.02,5.59,7.86,Moderate
FLOOD,25.93,85.31,15.37,29.07,Extreme
FLOOD,26.1,94.41,3.11,12.78,Severe
FLOOD,28.1,48.48,0.17,0.27,Normal
FLOOD,29.36,70.49,3.24,4.9,Moderate
FLOOD,29.7,41.49,0.78,0.85,Normal
FLOOD,18.18,81.8,8.54,10.47,Severe
FLOOD,28.31,74.19,0.59,4.84,Moderate
